n,p,n_dist,n_over,er,hidden_layers,activation,iter,auc_single,auc_multi,ap_single,ap_multi
50000,100,0,25,0.01,40,relu,24,0.5976249338121791,0.5959120770923123,0.02397923256133712,0.021636030558896208
50000,100,0,25,0.01,50,identity,0,0.6864947460658859,0.7005673959170667,0.024800572890737116,0.03318563201466175
50000,100,0,25,0.01,50,identity,1,0.6340381759214355,0.633707287625283,0.026159706881654227,0.028168855583864044
50000,100,0,25,0.01,50,identity,2,0.709976257300927,0.7265992797609312,0.03620971495913398,0.04552335871647607
50000,100,0,25,0.01,50,identity,3,0.7124287140855405,0.7137418582413536,0.02537798947971375,0.026817167166180864
50000,100,0,25,0.01,50,identity,4,0.7384460297766748,0.7544245365640053,0.041232121950397826,0.03861156286167967
50000,100,0,25,0.01,50,identity,5,0.7081298106423016,0.708551310098642,0.03512163115820772,0.03375661766963732
50000,100,0,25,0.01,50,identity,6,0.7128608415370143,0.7036521798049961,0.03917573830834185,0.032216890605820295
50000,100,0,25,0.01,50,identity,7,0.6688392664036642,0.664648519310426,0.02359856119326138,0.019930265488101936
50000,100,0,25,0.01,50,identity,8,0.7049446034191797,0.7141873945263776,0.022850367888520465,0.022515648074668233
50000,100,0,25,0.01,50,identity,9,0.6732483135555665,0.6719241293444849,0.02440188861190936,0.022821748620498402
50000,100,0,25,0.01,50,identity,10,0.7106034094664032,0.7240791624253472,0.04049583499470033,0.038431434822494906
50000,100,0,25,0.01,50,identity,11,0.7536457720804423,0.7531606491826415,0.046127601423911146,0.051052670592016985
50000,100,0,25,0.01,50,identity,12,0.7089178704955154,0.6996506994786822,0.05395938501118463,0.0502227736862527
50000,100,0,25,0.01,50,identity,13,0.7156594846377397,0.7264555609039304,0.04881783382150271,0.04949548874945713
50000,100,0,25,0.01,50,identity,14,0.6695323784381486,0.6485083931746289,0.02717869281172228,0.02255306614674479
50000,100,0,25,0.01,50,identity,15,0.6558920265482411,0.6600077992513744,0.030471779291187547,0.029856726373070172
50000,100,0,25,0.01,50,identity,16,0.7161646927902579,0.6954829558558974,0.03593483128504261,0.037775324390064945
50000,100,0,25,0.01,50,identity,17,0.7324571948584493,0.7448552773885946,0.038253652325504386,0.03410340611536987
50000,100,0,25,0.01,50,identity,18,0.718278557913685,0.7184663334969772,0.04427550945515807,0.030765520483425967
50000,100,0,25,0.01,50,identity,19,0.6837055030288837,0.6919110763785254,0.030341511283163744,0.02991531290965995
50000,100,0,25,0.01,50,identity,20,0.6248101160374769,0.6316771776627856,0.019866777370194898,0.02302909354250618
50000,100,0,25,0.01,50,identity,21,0.7740595231094909,0.7602843604218118,0.043867994183599136,0.04698495704040813
50000,100,0,25,0.01,50,identity,22,0.7283691313131313,0.7146427474747475,0.045395936715374424,0.03164878799977936
50000,100,0,25,0.01,50,identity,23,0.7515594828476753,0.7420171695419424,0.0362376391885984,0.03910293457610636
50000,100,0,25,0.01,50,identity,24,0.6764515071966992,0.6818392850135484,0.03797069739060629,0.03406205912616608
50000,100,0,25,0.01,50,relu,0,0.5875921218748567,0.5823641375847595,0.016884890903742043,0.015292391372676425
50000,100,0,25,0.01,50,relu,1,0.5847812853621079,0.5593073068218558,0.015104722293450158,0.013036478218392846
50000,100,0,25,0.01,50,relu,2,0.622993008780851,0.5960388731084638,0.018553091076031987,0.014621607649961314
50000,100,0,25,0.01,50,relu,3,0.5936616789703574,0.5951933493850804,0.014759218192054358,0.01879585763114098
50000,100,0,25,0.01,50,relu,4,0.6337839105865672,0.6123858352273911,0.018811924151602454,0.02253012145180541
50000,100,0,25,0.01,50,relu,5,0.6082456297407032,0.5932492945479231,0.01983393378923668,0.021692938307211716
50000,100,0,25,0.01,50,relu,6,0.656573452522933,0.6525397664802808,0.028655320131633053,0.026596917347353248
50000,100,0,25,0.01,50,relu,7,0.575031688974427,0.6081737021209026,0.01380649939793597,0.014944329956005881
50000,100,0,25,0.01,50,relu,8,0.6236664465478026,0.5993814659916354,0.020355571512865125,0.012631943858565038
50000,100,0,25,0.01,50,relu,9,0.5714977408561533,0.5814839304179006,0.01688273624832909,0.015259172543095735
50000,100,0,25,0.01,50,relu,10,0.6209857159014551,0.6217790921247845,0.018811367853389396,0.018178834076058886
50000,100,0,25,0.01,50,relu,11,0.6516431700576267,0.6299455584303579,0.02037300151257472,0.022509226582756076
50000,100,0,25,0.01,50,relu,12,0.6020880799003001,0.6227287567358832,0.019866231408816507,0.018874139601721643
50000,100,0,25,0.01,50,relu,13,0.6071299100916708,0.6259654613685266,0.015839512711913667,0.015342849480545793
50000,100,0,25,0.01,50,relu,14,0.6055175855159691,0.5756585108047851,0.014550140911182029,0.013738816551078548
50000,100,0,25,0.01,50,relu,15,0.6045497343380001,0.5888710583635425,0.01452316416806257,0.014168874305367942
50000,100,0,25,0.01,50,relu,16,0.6341058743484478,0.6116503874717468,0.0150962514852179,0.016098044000444785
50000,100,0,25,0.01,50,relu,17,0.669996890885753,0.6541341430082913,0.016009801954674607,0.014928432981804032
50000,100,0,25,0.01,50,relu,18,0.580592299994495,0.573788640105094,0.011417131559436775,0.010864987800091267
50000,100,0,25,0.01,50,relu,19,0.5767403114859573,0.5620060444032632,0.013325791938717548,0.01626044216151838
50000,100,0,25,0.01,50,relu,20,0.5460125592927987,0.5416299149319848,0.012477487200426629,0.012782957462899872
50000,100,0,25,0.01,50,relu,21,0.6757480203065585,0.6845420978870203,0.026758606269873225,0.0251116779281989
50000,100,0,25,0.01,50,relu,22,0.601882505050505,0.5857764848484849,0.027809251033780995,0.014188335749441661
50000,100,0,25,0.01,50,relu,23,0.6244361360319339,0.6299112121188042,0.020445647745995818,0.016235872779147984
50000,100,0,25,0.01,50,relu,24,0.5878813730781324,0.5845137571290462,0.01757444802457752,0.01869316962377974
50000,100,0,25,0.01,75,identity,0,0.7203296955301127,0.7146672025607046,0.027900164379616402,0.027227901066543877
50000,100,0,25,0.01,75,identity,1,0.6367143297365018,0.6449802224781765,0.02790715249411664,0.030300537723213374
50000,100,0,25,0.01,75,identity,2,0.6956617094618008,0.6976011038569196,0.03372858226784552,0.034007825100728854
50000,100,0,25,0.01,75,identity,3,0.7074721412129928,0.7081628166313052,0.027860732557877653,0.024693463816133607
50000,100,0,25,0.01,75,identity,4,0.7488792042871738,0.7565846748128532,0.030931669063395815,0.044423936374602145
50000,100,0,25,0.01,75,identity,5,0.6973661879104258,0.6863927479713007,0.0380824352296701,0.032201296807028025
50000,100,0,25,0.01,75,identity,6,0.7296593970327528,0.7050597350789347,0.0475784187832132,0.03705353232170924
50000,100,0,25,0.01,75,identity,7,0.6530721194516917,0.6676264615940583,0.02079759874977916,0.023708277171725127
50000,100,0,25,0.01,75,identity,8,0.6813713405238829,0.7234294519040282,0.01615219751908839,0.023035885563759583
50000,100,0,25,0.01,75,identity,9,0.6679123025447314,0.6672721922488036,0.025633623314711064,0.02174218439396256
50000,100,0,25,0.01,75,identity,10,0.7167081373455659,0.7295801260087686,0.04327955538714222,0.04237302136241078
50000,100,0,25,0.01,75,identity,11,0.7531759624054256,0.7571696509075229,0.05264484096660416,0.042687978663697564
50000,100,0,25,0.01,75,identity,12,0.709371434589528,0.7261371575011848,0.04426342389196975,0.05244945042119409
50000,100,0,25,0.01,75,identity,13,0.7176229538294325,0.7219618134951288,0.03774048384609052,0.04803788217178731
50000,100,0,25,0.01,75,identity,14,0.6563717831295011,0.6693444523976284,0.018505187374172078,0.022678123232622423
50000,100,0,25,0.01,75,identity,15,0.645366885507503,0.6491183510740646,0.03203900162450816,0.02494275711853731
50000,100,0,25,0.01,75,identity,16,0.7182173704967942,0.714332562618202,0.047268300704433726,0.0461221666075872
50000,100,0,25,0.01,75,identity,17,0.7416717636822563,0.7444676170479703,0.03165850697218709,0.044011135030577006
50000,100,0,25,0.01,75,identity,18,0.7295858153268614,0.7156745856682737,0.038816964316354556,0.04000972876847266
50000,100,0,25,0.01,75,identity,19,0.6957255797644224,0.6971135397051365,0.029812410579806055,0.03214983876525375
50000,100,0,25,0.01,75,identity,20,0.641557269003097,0.6294016327570662,0.023755909500689953,0.0236260600921853
50000,100,0,25,0.01,75,identity,21,0.7947164481163511,0.7922026294641107,0.05343673820336397,0.054905950071569946
50000,100,0,25,0.01,75,identity,22,0.7119004444444446,0.7282456565656565,0.03622607347032039,0.03819076865922977
50000,100,0,25,0.01,75,identity,23,0.7253793748294832,0.7426091770433529,0.03359572721923565,0.042657768635858614
50000,100,0,25,0.01,75,identity,24,0.6948306993256105,0.6929282613204744,0.038470706692259105,0.03862988370924774
50000,100,0,25,0.01,75,relu,0,0.5910054289445543,0.6259507894781309,0.016971186781456822,0.016402319547463153
50000,100,0,25,0.01,75,relu,1,0.5643394610814744,0.5949965143064986,0.01677861260687199,0.016909893718600237
50000,100,0,25,0.01,75,relu,2,0.6299071534515268,0.6624952455072786,0.0199990252117861,0.026524449162832153
50000,100,0,25,0.01,75,relu,3,0.5994579224377465,0.6154268943577844,0.017723991157372467,0.01588352631364558
50000,100,0,25,0.01,75,relu,4,0.6445220457910212,0.5916791344329295,0.017686415465276342,0.027579017944642587
50000,100,0,25,0.01,75,relu,5,0.5926086526751227,0.5978778621398371,0.01836083064815484,0.02120613422833611
50000,100,0,25,0.01,75,relu,6,0.650066089987195,0.6495478513210852,0.025936493441736305,0.02544115187518857
50000,100,0,25,0.01,75,relu,7,0.588098771042711,0.5757017430989215,0.014015223221240256,0.012317819405840435
50000,100,0,25,0.01,75,relu,8,0.6252182845403185,0.5945249101181305,0.016265979542555188,0.014190462465284043
50000,100,0,25,0.01,75,relu,9,0.5589346970261836,0.5753507124451042,0.014702378154725606,0.027735909049580232
50000,100,0,25,0.01,75,relu,10,0.6293003652524499,0.5879483324129947,0.020666109929756413,0.01632492938862809
50000,100,0,25,0.01,75,relu,11,0.6366919518601278,0.642667783919401,0.020321551288745132,0.019775326701917804
50000,100,0,25,0.01,75,relu,12,0.6371255551069843,0.6411198680030191,0.020147954857802054,0.02655131504092188
50000,100,0,25,0.01,75,relu,13,0.6182945123673189,0.6576740534322657,0.01684305772153005,0.02599965365762596
50000,100,0,25,0.01,75,relu,14,0.591271124041449,0.637524661284157,0.016372341491450844,0.017368000061113272
50000,100,0,25,0.01,75,relu,15,0.5872759318694344,0.565684961555335,0.013665203095662055,0.013729387317284743
50000,100,0,25,0.01,75,relu,16,0.6450337884588773,0.6278000887956087,0.016462102867794787,0.019146707137640457
50000,100,0,25,0.01,75,relu,17,0.6743112763736293,0.6420422729896288,0.017009413210630722,0.014098196584742276
50000,100,0,25,0.01,75,relu,18,0.5286123987689764,0.5422709986267497,0.009246027255688648,0.009111959213400026
50000,100,0,25,0.01,75,relu,19,0.5519142201300647,0.5630853566726126,0.012844453606332948,0.012701407321960668
50000,100,0,25,0.01,75,relu,20,0.573980629385707,0.5540036114704614,0.013855688684595434,0.01265866759496871
50000,100,0,25,0.01,75,relu,21,0.6671468893331766,0.6766980526480851,0.023173852963676023,0.03194065367574005
50000,100,0,25,0.01,75,relu,22,0.6043494141414141,0.5898931717171717,0.019519113297298905,0.015288377739101572
50000,100,0,25,0.01,75,relu,23,0.6357776488693583,0.6223038495056008,0.01524802578740254,0.019141755228912333
50000,100,0,25,0.01,75,relu,24,0.5883706151046341,0.5746015098212789,0.0188969410099972,0.015653415897378835
50000,100,0,25,0.01,100,identity,0,0.7207364439326898,0.7217436591907034,0.03160541741166334,0.03548411961317165
50000,100,0,25,0.01,100,identity,1,0.6470855308357581,0.6446272328645328,0.02941654804618678,0.03219378614239629
50000,100,0,25,0.01,100,identity,2,0.7201356761468274,0.7380251012150822,0.04201069641347191,0.034828059980070825
50000,100,0,25,0.01,100,identity,3,0.713073697649717,0.7237205618641217,0.02559413452354741,0.029058498235632748
50000,100,0,25,0.01,100,identity,4,0.7539214817440624,0.758495240527973,0.04625020228427357,0.04704746114112904
50000,100,0,25,0.01,100,identity,5,0.70410971295141,0.710971668149375,0.0347747674085519,0.034767620193307036
50000,100,0,25,0.01,100,identity,6,0.7202374051858804,0.7268882229601433,0.042986893554583086,0.041139392612111594
50000,100,0,25,0.01,100,identity,7,0.6786737993095499,0.668051490819095,0.027058795074845782,0.024748446836015126
50000,100,0,25,0.01,100,identity,8,0.7103184386235233,0.7186301269352117,0.020620309993743095,0.02264280490136345
50000,100,0,25,0.01,100,identity,9,0.6738585285904208,0.671645693089388,0.025843732864620474,0.02605224731671104
50000,100,0,25,0.01,100,identity,10,0.7292219701455466,0.7253243916340114,0.04256706284915533,0.04114502623253697
50000,100,0,25,0.01,100,identity,11,0.7585784674036615,0.7494456613352151,0.04163080294531925,0.048822809337628975
50000,100,0,25,0.01,100,identity,12,0.7191371048428147,0.7212897790103737,0.0479026027070162,0.0464092689844524
50000,100,0,25,0.01,100,identity,13,0.7207474134748332,0.7206125543191981,0.04409129982835322,0.048062856073824926
50000,100,0,25,0.01,100,identity,14,0.6649445457834015,0.6546111790980064,0.0177622608689448,0.020288925190547057
50000,100,0,25,0.01,100,identity,15,0.6565693299570785,0.6641883519206939,0.033724288537477554,0.028409248564963144
50000,100,0,25,0.01,100,identity,16,0.7178094296323632,0.7108592993219244,0.045045909990900496,0.044775537259706163
50000,100,0,25,0.01,100,identity,17,0.7343101329714126,0.7384483092135506,0.030114855641558365,0.034176570412497984
50000,100,0,25,0.01,100,identity,18,0.7151467025023924,0.7338669478021584,0.03446594128254824,0.036969744702609914
50000,100,0,25,0.01,100,identity,19,0.6855758442786586,0.7029823001697244,0.026262814754717635,0.03110283219170529
50000,100,0,25,0.01,100,identity,20,0.6550378052844095,0.6513362930730331,0.0238843761467384,0.024408790106258328
50000,100,0,25,0.01,100,identity,21,0.7895075022541064,0.7839953545807363,0.05473493240147807,0.054271214509191826
50000,100,0,25,0.01,100,identity,22,0.7150933333333334,0.7347975757575758,0.0435717207580822,0.047919664448450146
50000,100,0,25,0.01,100,identity,23,0.749569569490026,0.7531275743055501,0.04468892478839338,0.04492956748316673
50000,100,0,25,0.01,100,identity,24,0.7002296889389004,0.7018110618641447,0.03965189885442086,0.04279821377302971
50000,100,0,25,0.01,100,relu,0,0.6218839089366366,0.5693813803375167,0.017203759194448498,0.01553628306825062
50000,100,0,25,0.01,100,relu,1,0.5739522712576787,0.5987196391044294,0.016181589403757173,0.015325789612762928
50000,100,0,25,0.01,100,relu,2,0.621163899818217,0.653869170145984,0.016841922806999712,0.026587265395980563
50000,100,0,25,0.01,100,relu,3,0.5968899077951627,0.5783012695713442,0.015851135394816515,0.030744766299408983
50000,100,0,25,0.01,100,relu,4,0.6302201711950289,0.6090332224701294,0.019123170679705072,0.018017466210735546
50000,100,0,25,0.01,100,relu,5,0.5974088041165203,0.5954766207679869,0.01859542572211189,0.018589167640850023
50000,100,0,25,0.01,100,relu,6,0.6464368312590554,0.6531088232382665,0.021392514690783015,0.028561684216206577
50000,100,0,25,0.01,100,relu,7,0.6146408537269792,0.5892164404863265,0.015293076967881286,0.015111460379555228
50000,100,0,25,0.01,100,relu,8,0.6391180570841589,0.6264891041162227,0.016515894760012095,0.013869376146223106
50000,100,0,25,0.01,100,relu,9,0.5848269240238317,0.5479326547695251,0.01951522919698958,0.013910735072975324
50000,100,0,25,0.01,100,relu,10,0.6141652307166887,0.6135891874629924,0.022973704022471054,0.030290120720931766
50000,100,0,25,0.01,100,relu,11,0.6501338988200243,0.6380401279940414,0.02006696767760055,0.021100420814340444
50000,100,0,25,0.01,100,relu,12,0.6144508609643503,0.6050622246406067,0.013744969517605274,0.01380100268123342
50000,100,0,25,0.01,100,relu,13,0.6178705739325264,0.6449265251268644,0.01667037640143148,0.02485951516962326
50000,100,0,25,0.01,100,relu,14,0.6076995800205756,0.5913397523224581,0.014391208034171576,0.015198388462028109
50000,100,0,25,0.01,100,relu,15,0.5743706081107083,0.5685012866199224,0.019921199266097176,0.012424363976759875
50000,100,0,25,0.01,100,relu,16,0.6292927487430231,0.6323912253793994,0.01820820187068393,0.018445105987169978
50000,100,0,25,0.01,100,relu,17,0.671480964310971,0.6580867121782517,0.016089261744209903,0.01630523230003308
50000,100,0,25,0.01,100,relu,18,0.5520029018491747,0.5974724954017605,0.009814342288154422,0.012744438255237536
50000,100,0,25,0.01,100,relu,19,0.5975221637665452,0.6024898003081386,0.0153129525381034,0.013791498875576007
50000,100,0,25,0.01,100,relu,20,0.5461540534713238,0.5476449488415853,0.012481465492929096,0.012863440906093072
50000,100,0,25,0.01,100,relu,21,0.6872286496922655,0.6632236416558861,0.03378828312083868,0.028765642627674625
50000,100,0,25,0.01,100,relu,22,0.6082010505050505,0.6097008484848485,0.01916040321785211,0.017135788084191566
50000,100,0,25,0.01,100,relu,23,0.6478436093651083,0.6520525575518702,0.019927617591965402,0.01959178854998081
50000,100,0,25,0.01,100,relu,24,0.5818371955423935,0.5870073625828718,0.01804460098790772,0.01722010593037767
