n,p,er,activation,sim,iter,auc_single,auc_multi,ap_single,ap_multi
50000,100,0.01,relu,0.8,10,0.4998380697919197,0.7252212819764615,0.01192,0.044265743502554335
50000,100,0.01,relu,0.8,11,0.7400412026240375,0.6337603680015188,0.029496227284367543,0.014281900866605487
50000,100,0.01,relu,0.8,12,0.6942449841302086,0.6917232051297502,0.027731011005039073,0.03040049158135848
50000,100,0.01,relu,0.8,13,0.6619373888695016,0.7482738421656114,0.041325479268834106,0.04277525568924153
50000,100,0.01,relu,0.8,14,0.7183427459337941,0.729034551957179,0.028143889614705223,0.04652859392089384
50000,100,0.01,relu,0.8,15,0.49967687212214235,0.49983843606107115,0.00968,0.00968
50000,100,0.01,relu,0.8,16,0.4998383054410219,0.6935851078076871,0.01048,0.03255090401283525
50000,100,0.01,relu,0.8,17,0.6904732292767862,0.7014165785709845,0.021862665066567893,0.02593666209262969
50000,100,0.01,relu,0.8,18,0.7321044240327582,0.7293528509053246,0.03129880874086528,0.028877417576012032
50000,100,0.01,relu,0.8,19,0.5037878787878788,0.7082659551530833,0.018055757575757576,0.03574843059406369
50000,100,0.01,relu,0.8,20,0.7052487210554658,0.7089135702746365,0.02696006832773011,0.032679776619407845
50000,100,0.01,relu,0.8,21,0.6808804089780942,0.7198670349088162,0.03647000312520251,0.04830616582744782
50000,100,0.01,relu,0.8,22,0.7204770909090911,0.7509882828282829,0.03283867773223506,0.03437386830785982
50000,100,0.01,relu,0.8,23,0.7274461034781434,0.77631585917903,0.03411685044834904,0.03861371406537779
50000,100,0.01,relu,0.8,24,0.7347223492282332,0.7478387484788587,0.04809476466802084,0.055259284385840574
50000,100,0.01,relu,1.0,0,0.7120446376304868,0.7315186383032827,0.026513856707182745,0.032096756891742205
50000,100,0.01,relu,1.0,1,0.7835704783442646,0.5001212513135559,0.04442151145332434,0.010322477394574698
50000,100,0.01,relu,1.0,2,0.7025165953844784,0.7180998284772343,0.02827139003614649,0.028922190952688186
50000,100,0.01,relu,1.0,3,0.49995953055443143,0.49995953055443143,0.0116,0.0116
50000,100,0.01,relu,1.0,4,0.7437128594881094,0.7517396497267098,0.03017130352509493,0.03828997731700438
50000,100,0.01,relu,1.0,5,0.7062581020013733,0.7546397381649528,0.023091217572107955,0.027208011466002054
50000,100,0.01,relu,1.0,6,0.7220521648780935,0.7361513617886524,0.030867865262586613,0.03822277954409516
50000,100,0.01,relu,1.0,7,0.7630132554050852,0.4125616468964848,0.06426781976944788,0.010526235410801412
50000,100,0.01,relu,1.0,8,0.638500905508074,0.7038967146976537,0.0389811565168202,0.03825838946730571
50000,100,0.01,relu,1.0,9,0.7259108512379393,0.7353054170552077,0.0389342736564505,0.03844536659174401
50000,100,0.01,relu,1.0,10,0.4998380697919197,0.7292597561591894,0.01192,0.04281231554395937
50000,100,0.01,relu,1.0,11,0.7400412026240375,0.5078720486632238,0.029496227284367543,0.01029291032683184
50000,100,0.01,relu,1.0,12,0.6942449841302086,0.7054468016244514,0.027731011005039073,0.03500782393717376
50000,100,0.01,relu,1.0,13,0.6619373888695016,0.756444530302275,0.041325479268834106,0.046573523791729944
50000,100,0.01,relu,1.0,14,0.7183427459337941,0.735282209085756,0.028143889614705223,0.04623637250267286
50000,100,0.01,relu,1.0,15,0.49967687212214235,0.49979804507633896,0.00968,0.00968
50000,100,0.01,relu,1.0,16,0.4998383054410219,0.7091296944651705,0.01048,0.03567015659869914
50000,100,0.01,relu,1.0,17,0.6904732292767862,0.7026795597288725,0.021862665066567893,0.024909939001041416
50000,100,0.01,relu,1.0,18,0.7321044240327582,0.7332643743225422,0.03129880874086528,0.0289332025947523
50000,100,0.01,relu,1.0,19,0.5037878787878788,0.7113727017915246,0.018055757575757576,0.041490796872351354
50000,100,0.01,relu,1.0,20,0.7052487210554658,0.7178076198169091,0.02696006832773011,0.03208141384856657
50000,100,0.01,relu,1.0,21,0.6808804089780942,0.7320254329880219,0.03647000312520251,0.05521672073541615
50000,100,0.01,relu,1.0,22,0.7204770909090911,0.7626634343434343,0.03283867773223506,0.039043390776543986
50000,100,0.01,relu,1.0,23,0.7274461034781434,0.7713606107080515,0.03411685044834904,0.04123191515349552
50000,100,0.01,relu,1.0,24,0.7347223492282332,0.7528277399886045,0.04809476466802084,0.05484985179350849
